NOM_ENT,NOM_MUN,NOM_LOC,POBTOT,P18A24A
Querétaro,Arroyo Seco,Total del Municipio,13142.0,301
Querétaro,Cadereyta de Montes,Total del Municipio,69075.0,1745
Querétaro,Colón,Total del Municipio,67121.0,1520
Querétaro,Corregidora,Total del Municipio,212567.0,11619
Querétaro,Ezequiel Montes,Total del Municipio,45141.0,1273
Querétaro,Huimilpan,Total del Municipio,36808.0,680
Querétaro,Jalpan de Serra,Total del Municipio,27343.0,1068
Querétaro,Landa de Matamoros,Total del Municipio,18794.0,355
Querétaro,El Marqués,Total del Municipio,231668.0,7754
Querétaro,Pedro Escobedo,Total del Municipio,77404.0,2001
Querétaro,Peñamiller,Total del Municipio,19141.0,291
Querétaro,Querétaro,Total del Municipio,1049777.0,51277
Querétaro,San Joaquín,Total del Municipio,8359.0,145
Querétaro,San Juan del Río,Total del Municipio,297804.0,11948
Querétaro,Tequisquiapan,Total del Municipio,72201.0,2287
Querétaro,Tolimán,Total del Municipio,27916.0,754
Quintana Roo,Cozumel,Total del Municipio,88626.0,2688
Quintana Roo,Felipe Carrillo Puerto,Total del Municipio,83990.0,2999
Quintana Roo,Isla Mujeres,Total del Municipio,22686.0,447
Quintana Roo,Othón P. Blanco,Total del Municipio,233648.0,11328
Quintana Roo,Benito Juárez,Total del Municipio,911503.0,31583
Quintana Roo,José María Morelos,Total del Municipio,39165.0,1322
Quintana Roo,Lázaro Cárdenas,Total del Municipio,29171.0,747
Quintana Roo,Solidaridad,Total del Municipio,333800.0,7451
Quintana Roo,Tulum,Total del Municipio,46721.0,959
Quintana Roo,Bacalar,Total del Municipio,41754.0,1164
Quintana Roo,Puerto Morelos,Total del Municipio,26921.0,576
San Luis Potosí,Ahualulco,Total del Municipio,18974.0,420
San Luis Potosí,Alaquines,Total del Municipio,7785.0,80
San Luis Potosí,Aquismón,Total del Municipio,48359.0,765
San Luis Potosí,Armadillo de los Infante,Total del Municipio,4013.0,30
San Luis Potosí,Cárdenas,Total del Municipio,18317.0,478
San Luis Potosí,Catorce,Total del Municipio,9579.0,144
San Luis Potosí,Cedral,Total del Municipio,19840.0,826
San Luis Potosí,Cerritos,Total del Municipio,22075.0,613
San Luis Potosí,Cerro de San Pedro,Total del Municipio,5050.0,206
San Luis Potosí,Ciudad del Maíz,Total del Municipio,30320.0,333
San Luis Potosí,Ciudad Fernández,Total del Municipio,48106.0,1602
San Luis Potosí,Tancanhuitz,Total del Municipio,20300.0,698
San Luis Potosí,Ciudad Valles,Total del Municipio,179371.0,7231
San Luis Potosí,Coxcatlán,Total del Municipio,15660.0,344
San Luis Potosí,Charcas,Total del Municipio,21814.0,408
San Luis Potosí,Ebano,Total del Municipio,40899.0,1129
San Luis Potosí,Guadalcázar,Total del Municipio,25119.0,206
San Luis Potosí,Huehuetlán,Total del Municipio,15334.0,450
San Luis Potosí,Lagunillas,Total del Municipio,5453.0,77
San Luis Potosí,Matehuala,Total del Municipio,102199.0,4112
San Luis Potosí,Mexquitic de Carmona,Total del Municipio,58469.0,1861
San Luis Potosí,Moctezuma,Total del Municipio,19036.0,277
San Luis Potosí,Rayón,Total del Municipio,15301.0,310
San Luis Potosí,Rioverde,Total del Municipio,97943.0,3131
San Luis Potosí,Salinas,Total del Municipio,31107.0,630
San Luis Potosí,San Antonio,Total del Municipio,9382.0,279
San Luis Potosí,San Ciro de Acosta,Total del Municipio,10215.0,258
San Luis Potosí,San Luis Potosí,Total del Municipio,911908.0,48916
San Luis Potosí,San Martín Chalchicuautla,Total del Municipio,18468.0,445
San Luis Potosí,San Nicolás Tolentino,Total del Municipio,4779.0,58
San Luis Potosí,Santa Catarina,Total del Municipio,12163.0,118
San Luis Potosí,Santa María del Río,Total del Municipio,39880.0,947
San Luis Potosí,Santo Domingo,Total del Municipio,10785.0,106
San Luis Potosí,San Vicente Tancuayalab,Total del Municipio,14945.0,405
San Luis Potosí,Soledad de Graciano Sánchez,Total del Municipio,332072.0,15690
San Luis Potosí,Tamasopo,Total del Municipio,29184.0,564
San Luis Potosí,Tamazunchale,Total del Municipio,95037.0,2870
San Luis Potosí,Tampacán,Total del Municipio,14348.0,414
San Luis Potosí,Tampamolón Corona,Total del Municipio,13603.0,382
San Luis Potosí,Tamuín,Total del Municipio,36968.0,1059
San Luis Potosí,Tanlajás,Total del Municipio,18208.0,457
San Luis Potosí,Tanquián de Escobedo,Total del Municipio,13448.0,343
San Luis Potosí,Tierra Nueva,Total del Municipio,7966.0,100
San Luis Potosí,Vanegas,Total del Municipio,7557.0,104
San Luis Potosí,Venado,Total del Municipio,14188.0,285
San Luis Potosí,Villa de Arriaga,Total del Municipio,18206.0,241
San Luis Potosí,Villa de Guadalupe,Total del Municipio,9277.0,93
San Luis Potosí,Villa de la Paz,Total del Municipio,5298.0,164
San Luis Potosí,Villa de Ramos,Total del Municipio,38389.0,444
San Luis Potosí,Villa de Reyes,Total del Municipio,52912.0,989
San Luis Potosí,Villa Hidalgo,Total del Municipio,15458.0,228
San Luis Potosí,Villa Juárez,Total del Municipio,10304.0,101
San Luis Potosí,Axtla de Terrazas,Total del Municipio,32544.0,926
San Luis Potosí,Xilitla,Total del Municipio,49741.0,1062
San Luis Potosí,Zaragoza,Total del Municipio,27386.0,582
San Luis Potosí,Villa de Arista,Total del Municipio,17258.0,266
San Luis Potosí,Matlapa,Total del Municipio,28996.0,666
San Luis Potosí,El Naranjo,Total del Municipio,20959.0,410
Sinaloa,Ahome,Total del Municipio,459310.0,24721
Sinaloa,Angostura,Total del Municipio,44093.0,1824
Sinaloa,Badiraguato,Total del Municipio,26542.0,587
Sinaloa,Concordia,Total del Municipio,24899.0,886
Sinaloa,Cosalá,Total del Municipio,17012.0,469
Sinaloa,Culiacán,Total del Municipio,1003530.0,58256
Sinaloa,Choix,Total del Municipio,29334.0,806
Sinaloa,Elota,Total del Municipio,55339.0,1756
Sinaloa,Escuinapa,Total del Municipio,59988.0,2172
Sinaloa,El Fuerte,Total del Municipio,96593.0,4098
Sinaloa,Guasave,Total del Municipio,289370.0,14044
Sinaloa,Mazatlán,Total del Municipio,501441.0,25913
Sinaloa,Mocorito,Total del Municipio,40358.0,1285
Sinaloa,Rosario,Total del Municipio,52345.0,1686
Sinaloa,Salvador Alvarado,Total del Municipio,79492.0,3862
Sinaloa,San Ignacio,Total del Municipio,19505.0,365
Sinaloa,Sinaloa,Total del Municipio,78670.0,2788
Sinaloa,Navolato,Total del Municipio,149122.0,5805
Sonora,Aconchi,Total del Municipio,2563.0,55
Sonora,Agua Prieta,Total del Municipio,91929.0,3224
Sonora,Alamos,Total del Municipio,24976.0,854
Sonora,Altar,Total del Municipio,9492.0,291
Sonora,Arivechi,Total del Municipio,1177.0,13
Sonora,Arizpe,Total del Municipio,2788.0,13
Sonora,Atil,Total del Municipio,626.0,14
Sonora,Bacadéhuachi,Total del Municipio,979.0,26
Sonora,Bacanora,Total del Municipio,759.0,6
Sonora,Bacerac,Total del Municipio,1221.0,24
Sonora,Bacoachi,Total del Municipio,1475.0,28
Sonora,Bácum,Total del Municipio,23151.0,711
Sonora,Banámichi,Total del Municipio,1825.0,27
Sonora,Baviácora,Total del Municipio,3191.0,65
Sonora,Bavispe,Total del Municipio,1169.0,10
Sonora,Benjamín Hill,Total del Municipio,4988.0,137
Sonora,Caborca,Total del Municipio,89122.0,2547
Sonora,Cajeme,Total del Municipio,436484.0,21697
Sonora,Cananea,Total del Municipio,39451.0,1489
Sonora,Carbó,Total del Municipio,4946.0,72
Sonora,La Colorada,Total del Municipio,1848.0,14
Sonora,Cucurpe,Total del Municipio,863.0,12
Sonora,Cumpas,Total del Municipio,5829.0,202
Sonora,Divisaderos,Total del Municipio,753.0,20
Sonora,Empalme,Total del Municipio,51431.0,1641
Sonora,Etchojoa,Total del Municipio,61309.0,2247
Sonora,Fronteras,Total del Municipio,9041.0,142
Sonora,Granados,Total del Municipio,1009.0,10
Sonora,Guaymas,Total del Municipio,156863.0,5616
Sonora,Hermosillo,Total del Municipio,936263.0,50748
Sonora,Huachinera,Total del Municipio,1186.0,38
Sonora,Huásabas,Total del Municipio,888.0,24
Sonora,Huatabampo,Total del Municipio,77682.0,3076
Sonora,Huépac,Total del Municipio,943.0,4
Sonora,Imuris,Total del Municipio,12536.0,350
Sonora,Magdalena,Total del Municipio,33049.0,1280
Sonora,Mazatán,Total del Municipio,1101.0,13
Sonora,Moctezuma,Total del Municipio,5173.0,363
Sonora,Naco,Total del Municipio,5774.0,121
Sonora,Nácori Chico,Total del Municipio,1531.0,14
Sonora,Nacozari de García,Total del Municipio,14369.0,257
Sonora,Navojoa,Total del Municipio,164387.0,7742
Sonora,Nogales,Total del Municipio,264782.0,10904
Sonora,Onavas,Total del Municipio,365.0,3
Sonora,Opodepe,Total del Municipio,2438.0,24
Sonora,Oquitoa,Total del Municipio,496.0,15
Sonora,Pitiquito,Total del Municipio,9122.0,249
Sonora,Puerto Peñasco,Total del Municipio,62689.0,1759
Sonora,Quiriego,Total del Municipio,3090.0,35
Sonora,Rayón,Total del Municipio,1496.0,8
Sonora,Rosario,Total del Municipio,4830.0,69
Sonora,Sahuaripa,Total del Municipio,5257.0,54
Sonora,San Felipe de Jesús,Total del Municipio,369.0,7
Sonora,San Javier,Total del Municipio,537.0,12
Sonora,San Luis Río Colorado,Total del Municipio,199021.0,6645
Sonora,San Miguel de Horcasitas,Total del Municipio,10729.0,213
Sonora,San Pedro de la Cueva,Total del Municipio,1458.0,14
Sonora,Santa Ana,Total del Municipio,16203.0,585
Sonora,Santa Cruz,Total del Municipio,1835.0,18
Sonora,Sáric,Total del Municipio,2058.0,22
Sonora,Soyopa,Total del Municipio,1368.0,6
Sonora,Suaqui Grande,Total del Municipio,1114.0,26
Sonora,Tepache,Total del Municipio,1178.0,26
Sonora,Trincheras,Total del Municipio,1381.0,19
Sonora,Tubutama,Total del Municipio,1473.0,34
Sonora,Ures,Total del Municipio,8548.0,189
Sonora,Villa Hidalgo,Total del Municipio,1429.0,27
Sonora,Villa Pesqueira,Total del Municipio,1043.0,17
Sonora,Yécora,Total del Municipio,4793.0,47
Sonora,General Plutarco Elías Calles,Total del Municipio,13627.0,284
Sonora,Benito Juárez,Total del Municipio,21692.0,785
Sonora,San Ignacio Río Muerto,Total del Municipio,14279.0,436
Tabasco,Balancán,Total del Municipio,58524.0,1791
Tabasco,Cárdenas,Total del Municipio,243229.0,7666
Tabasco,Centla,Total del Municipio,107731.0,3548
Tabasco,Centro,Total del Municipio,683607.0,34593
Tabasco,Comalcalco,Total del Municipio,214877.0,7111
Tabasco,Cunduacán,Total del Municipio,137257.0,4189
Tabasco,Emiliano Zapata,Total del Municipio,32181.0,1100
Tabasco,Huimanguillo,Total del Municipio,190885.0,5404
Tabasco,Jalapa,Total del Municipio,37749.0,1356
Tabasco,Jalpa de Méndez,Total del Municipio,91185.0,3740
Tabasco,Jonuta,Total del Municipio,30798.0,757
Tabasco,Macuspana,Total del Municipio,158601.0,4678
Tabasco,Nacajuca,Total del Municipio,150300.0,6421
Tabasco,Paraíso,Total del Municipio,96741.0,3960
Tabasco,Tacotalpa,Total del Municipio,47905.0,1501
Tabasco,Teapa,Total del Municipio,58718.0,1943
Tabasco,Tenosique,Total del Municipio,62310.0,1782
Tamaulipas,Abasolo,Total del Municipio,9822.0,187
Tamaulipas,Aldama,Total del Municipio,28725.0,621
Tamaulipas,Altamira,Total del Municipio,269790.0,9794
Tamaulipas,Antiguo Morelos,Total del Municipio,8850.0,215
Tamaulipas,Burgos,Total del Municipio,4256.0,36
Tamaulipas,Bustamante,Total del Municipio,7542.0,54
Tamaulipas,Camargo,Total del Municipio,16546.0,281
Tamaulipas,Casas,Total del Municipio,4143.0,59
Tamaulipas,Ciudad Madero,Total del Municipio,205933.0,11121
Tamaulipas,Cruillas,Total del Municipio,1671.0,18
Tamaulipas,Gómez Farías,Total del Municipio,8288.0,214
Tamaulipas,González,Total del Municipio,41470.0,676
Tamaulipas,Güémez,Total del Municipio,15032.0,320
Tamaulipas,Guerrero,Total del Municipio,3803.0,44
Tamaulipas,Gustavo Díaz Ordaz,Total del Municipio,15677.0,326
Tamaulipas,Hidalgo,Total del Municipio,17012.0,188
Tamaulipas,Jaumave,Total del Municipio,15994.0,479
Tamaulipas,Jiménez,Total del Municipio,6375.0,142
Tamaulipas,Llera,Total del Municipio,14645.0,266
Tamaulipas,Mainero,Total del Municipio,2048.0,18
Tamaulipas,El Mante,Total del Municipio,106144.0,3953
Tamaulipas,Matamoros,Total del Municipio,541979.0,21477
Tamaulipas,Méndez,Total del Municipio,4280.0,33
Tamaulipas,Mier,Total del Municipio,6385.0,135
Tamaulipas,Miguel Alemán,Total del Municipio,26237.0,527
Tamaulipas,Miquihuana,Total del Municipio,3704.0,39
Tamaulipas,Nuevo Laredo,Total del Municipio,425058.0,16460
Tamaulipas,Nuevo Morelos,Total del Municipio,3810.0,51
Tamaulipas,Ocampo,Total del Municipio,13190.0,285
Tamaulipas,Padilla,Total del Municipio,13618.0,311
Tamaulipas,Palmillas,Total del Municipio,1917.0,56
Tamaulipas,Reynosa,Total del Municipio,704767.0,25569
Tamaulipas,Río Bravo,Total del Municipio,132484.0,3903
Tamaulipas,San Carlos,Total del Municipio,7411.0,85
Tamaulipas,San Fernando,Total del Municipio,51405.0,1226
Tamaulipas,San Nicolás,Total del Municipio,926.0,9
Tamaulipas,Soto la Marina,Total del Municipio,23673.0,510
Tamaulipas,Tampico,Total del Municipio,297562.0,16301
Tamaulipas,Tula,Total del Municipio,28230.0,468
Tamaulipas,Valle Hermoso,Total del Municipio,60055.0,1792
Tamaulipas,Victoria,Total del Municipio,349688.0,19180
Tamaulipas,Villagrán,Total del Municipio,5361.0,42
Tamaulipas,Xicoténcatl,Total del Municipio,22229.0,639
Tlaxcala,Amaxac de Guerrero,Total del Municipio,11403.0,567
Tlaxcala,Apetatitlán de Antonio Carvajal,Total del Municipio,16003.0,830
Tlaxcala,Atlangatepec,Total del Municipio,7087.0,169
Tlaxcala,Atltzayanca,Total del Municipio,18111.0,418
Tlaxcala,Apizaco,Total del Municipio,80725.0,4009
Tlaxcala,Calpulalpan,Total del Municipio,51172.0,1876
Tlaxcala,El Carmen Tequexquitla,Total del Municipio,17332.0,556
Tlaxcala,Cuapiaxtla,Total del Municipio,16222.0,467
Tlaxcala,Cuaxomulco,Total del Municipio,5928.0,200
Tlaxcala,Chiautempan,Total del Municipio,73215.0,3352
Tlaxcala,Muñoz de Domingo Arenas,Total del Municipio,4755.0,153
Tlaxcala,Españita,Total del Municipio,9416.0,186
Tlaxcala,Huamantla,Total del Municipio,98764.0,3135
Tlaxcala,Hueyotlipan,Total del Municipio,15190.0,443
Tlaxcala,Ixtacuixtla de Mariano Matamoros,Total del Municipio,38970.0,1536
Tlaxcala,Ixtenco,Total del Municipio,7504.0,322
Tlaxcala,Mazatecochco de José María Morelos,Total del Municipio,11592.0,304
Tlaxcala,Contla de Juan Cuamatzi,Total del Municipio,38579.0,1750
Tlaxcala,Tepetitla de Lardizábal,Total del Municipio,22274.0,1033
Tlaxcala,Sanctórum de Lázaro Cárdenas,Total del Municipio,9432.0,262
Tlaxcala,Nanacamilpa de Mariano Arista,Total del Municipio,18686.0,593
Tlaxcala,Acuamanala de Miguel Hidalgo,Total del Municipio,6432.0,277
Tlaxcala,Natívitas,Total del Municipio,26309.0,1035
Tlaxcala,Panotla,Total del Municipio,28357.0,1583
Tlaxcala,San Pablo del Monte,Total del Municipio,82688.0,2690
Tlaxcala,Santa Cruz Tlaxcala,Total del Municipio,24116.0,1015
Tlaxcala,Tenancingo,Total del Municipio,12974.0,384
Tlaxcala,Teolocholco,Total del Municipio,25257.0,1091
Tlaxcala,Tepeyanco,Total del Municipio,13328.0,578
Tlaxcala,Terrenate,Total del Municipio,15475.0,329
Tlaxcala,Tetla de la Solidaridad,Total del Municipio,35284.0,1375
Tlaxcala,Tetlatlahuca,Total del Municipio,13561.0,576
Tlaxcala,Tlaxcala,Total del Municipio,99896.0,5629
Tlaxcala,Tlaxco,Total del Municipio,45438.0,1222
Tlaxcala,Tocatlán,Total del Municipio,6294.0,206
Tlaxcala,Totolac,Total del Municipio,22529.0,1220
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Total del Municipio,9207.0,210
Tlaxcala,Tzompantepec,Total del Municipio,18006.0,780
Tlaxcala,Xaloztoc,Total del Municipio,25607.0,929
Tlaxcala,Xaltocan,Total del Municipio,10601.0,362
Tlaxcala,Papalotla de Xicohténcatl,Total del Municipio,33499.0,1265
Tlaxcala,Xicohtzinco,Total del Municipio,14197.0,657
Tlaxcala,Yauhquemehcan,Total del Municipio,42242.0,2065
Tlaxcala,Zacatelco,Total del Municipio,45717.0,1998
Tlaxcala,Benito Juárez,Total del Municipio,6211.0,179
Tlaxcala,Emiliano Zapata,Total del Municipio,4951.0,93
Tlaxcala,Lázaro Cárdenas,Total del Municipio,3534.0,76
Tlaxcala,La Magdalena Tlaltelulco,Total del Municipio,19036.0,94
Tlaxcala,San Damián Texóloc,Total del Municipio,5884.0,265
Tlaxcala,San Francisco Tetlanohcan,Total del Municipio,11761.0,513
Tlaxcala,San Jerónimo Zacualpan,Total del Municipio,4092.0,159
Tlaxcala,San José Teacalco,Total del Municipio,6436.0,173
Tlaxcala,San Juan Huactzinco,Total del Municipio,7688.0,369
Tlaxcala,San Lorenzo Axocomanitla,Total del Municipio,5689.0,239
Tlaxcala,San Lucas Tecopilco,Total del Municipio,3077.0,108
Tlaxcala,Santa Ana Nopalucan,Total del Municipio,7952.0,374
Tlaxcala,Santa Apolonia Teacalco,Total del Municipio,4636.0,250
Tlaxcala,Santa Catarina Ayometla,Total del Municipio,9463.0,387
Tlaxcala,Santa Cruz Quilehtla,Total del Municipio,7750.0,217
Tlaxcala,Santa Isabel Xiloxoxtla,Total del Municipio,5443.0,244
Veracruz de Ignacio de la Llave,Acajete,Total del Municipio,9701.0,285
Veracruz de Ignacio de la Llave,Acatlán,Total del Municipio,3441.0,154
Veracruz de Ignacio de la Llave,Acayucan,Total del Municipio,80815.0,2861
Veracruz de Ignacio de la Llave,Actopan,Total del Municipio,41742.0,1072
Veracruz de Ignacio de la Llave,Acula,Total del Municipio,5253.0,101
Veracruz de Ignacio de la Llave,Acultzingo,Total del Municipio,23100.0,564
Veracruz de Ignacio de la Llave,Camarón de Tejeda,Total del Municipio,6538.0,135
Veracruz de Ignacio de la Llave,Alpatláhuac,Total del Municipio,10338.0,153
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,Total del Municipio,28184.0,730
Veracruz de Ignacio de la Llave,Altotonga,Total del Municipio,64234.0,1583
Veracruz de Ignacio de la Llave,Alvarado,Total del Municipio,57035.0,3205
Veracruz de Ignacio de la Llave,Amatitlán,Total del Municipio,7866.0,150
Veracruz de Ignacio de la Llave,Naranjos Amatlán,Total del Municipio,26843.0,1044
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,Total del Municipio,46955.0,1601
Veracruz de Ignacio de la Llave,Angel R. Cabada,Total del Municipio,33839.0,651
Veracruz de Ignacio de la Llave,La Antigua,Total del Municipio,28682.0,1096
Veracruz de Ignacio de la Llave,Apazapan,Total del Municipio,4709.0,138
Veracruz de Ignacio de la Llave,Aquila,Total del Municipio,1978.0,17
Veracruz de Ignacio de la Llave,Astacinga,Total del Municipio,6909.0,115
Veracruz de Ignacio de la Llave,Atlahuilco,Total del Municipio,11577.0,189
Veracruz de Ignacio de la Llave,Atoyac,Total del Municipio,23461.0,667
Veracruz de Ignacio de la Llave,Atzacan,Total del Municipio,22651.0,661
Veracruz de Ignacio de la Llave,Atzalan,Total del Municipio,49180.0,784
Veracruz de Ignacio de la Llave,Tlaltetela,Total del Municipio,16485.0,286
Veracruz de Ignacio de la Llave,Ayahualulco,Total del Municipio,27217.0,260
Veracruz de Ignacio de la Llave,Banderilla,Total del Municipio,25993.0,1422
Veracruz de Ignacio de la Llave,Benito Juárez,Total del Municipio,16120.0,401
Veracruz de Ignacio de la Llave,Boca del Río,Total del Municipio,144550.0,7383
Veracruz de Ignacio de la Llave,Calcahualco,Total del Municipio,13701.0,171
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Total del Municipio,41835.0,1813
Veracruz de Ignacio de la Llave,Carrillo Puerto,Total del Municipio,18888.0,226
Veracruz de Ignacio de la Llave,Catemaco,Total del Municipio,49451.0,1312
Veracruz de Ignacio de la Llave,Cazones de Herrera,Total del Municipio,24421.0,504
Veracruz de Ignacio de la Llave,Cerro Azul,Total del Municipio,25011.0,1082
Veracruz de Ignacio de la Llave,Citlaltépetl,Total del Municipio,11165.0,229
Veracruz de Ignacio de la Llave,Coacoatzintla,Total del Municipio,11018.0,351
Veracruz de Ignacio de la Llave,Coahuitlán,Total del Municipio,8176.0,122
Veracruz de Ignacio de la Llave,Coatepec,Total del Municipio,93911.0,4047
Veracruz de Ignacio de la Llave,Coatzacoalcos,Total del Municipio,310698.0,13884
Veracruz de Ignacio de la Llave,Coatzintla,Total del Municipio,55016.0,2296
Veracruz de Ignacio de la Llave,Coetzala,Total del Municipio,2355.0,91
Veracruz de Ignacio de la Llave,Colipa,Total del Municipio,5743.0,133
Veracruz de Ignacio de la Llave,Comapa,Total del Municipio,19876.0,272
Veracruz de Ignacio de la Llave,Córdoba,Total del Municipio,204721.0,8430
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Total del Municipio,54737.0,1691
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,Total del Municipio,16167.0,398
Veracruz de Ignacio de la Llave,Coscomatepec,Total del Municipio,59471.0,1169
Veracruz de Ignacio de la Llave,Cosoleacaque,Total del Municipio,130903.0,5269
Veracruz de Ignacio de la Llave,Cotaxtla,Total del Municipio,22050.0,437
Veracruz de Ignacio de la Llave,Coxquihui,Total del Municipio,16333.0,336
Veracruz de Ignacio de la Llave,Coyutla,Total del Municipio,23096.0,395
Veracruz de Ignacio de la Llave,Cuichapa,Total del Municipio,11869.0,359
Veracruz de Ignacio de la Llave,Cuitláhuac,Total del Municipio,28075.0,862
Veracruz de Ignacio de la Llave,Chacaltianguis,Total del Municipio,11461.0,223
Veracruz de Ignacio de la Llave,Chalma,Total del Municipio,13527.0,361
Veracruz de Ignacio de la Llave,Chiconamel,Total del Municipio,6610.0,188
Veracruz de Ignacio de la Llave,Chiconquiaco,Total del Municipio,13881.0,317
Veracruz de Ignacio de la Llave,Chicontepec,Total del Municipio,53858.0,1222
Veracruz de Ignacio de la Llave,Chinameca,Total del Municipio,22638.0,637
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Total del Municipio,16283.0,361
Veracruz de Ignacio de la Llave,Las Choapas,Total del Municipio,81080.0,2087
Veracruz de Ignacio de la Llave,Chocamán,Total del Municipio,20839.0,606
Veracruz de Ignacio de la Llave,Chontla,Total del Municipio,13359.0,276
Veracruz de Ignacio de la Llave,Chumatlán,Total del Municipio,4008.0,86
Veracruz de Ignacio de la Llave,Emiliano Zapata,Total del Municipio,85489.0,4358
Veracruz de Ignacio de la Llave,Espinal,Total del Municipio,26830.0,593
Veracruz de Ignacio de la Llave,Filomeno Mata,Total del Municipio,19179.0,258
Veracruz de Ignacio de la Llave,Fortín,Total del Municipio,66372.0,3052
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Total del Municipio,24085.0,734
Veracruz de Ignacio de la Llave,Hidalgotitlán,Total del Municipio,18275.0,248
Veracruz de Ignacio de la Llave,Huatusco,Total del Municipio,59920.0,2313
Veracruz de Ignacio de la Llave,Huayacocotla,Total del Municipio,21796.0,589
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Total del Municipio,41670.0,761
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Total del Municipio,7293.0,333
Veracruz de Ignacio de la Llave,Ignacio de la Llave,Total del Municipio,16525.0,336
Veracruz de Ignacio de la Llave,Ilamatlán,Total del Municipio,13377.0,142
Veracruz de Ignacio de la Llave,Isla,Total del Municipio,42807.0,791
Veracruz de Ignacio de la Llave,Ixcatepec,Total del Municipio,12379.0,365
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,Total del Municipio,11387.0,175
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,Total del Municipio,23132.0,497
Veracruz de Ignacio de la Llave,Ixhuatlancillo,Total del Municipio,27295.0,1067
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Total del Municipio,15831.0,490
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,Total del Municipio,50836.0,913
Veracruz de Ignacio de la Llave,Ixmatlahuacan,Total del Municipio,5574.0,119
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Total del Municipio,74004.0,2886
Veracruz de Ignacio de la Llave,Jalacingo,Total del Municipio,46794.0,936
Veracruz de Ignacio de la Llave,Xalapa,Total del Municipio,488531.0,31188
Veracruz de Ignacio de la Llave,Jalcomulco,Total del Municipio,5054.0,80
Veracruz de Ignacio de la Llave,Jáltipan,Total del Municipio,38669.0,1391
Veracruz de Ignacio de la Llave,Jamapa,Total del Municipio,11132.0,238
Veracruz de Ignacio de la Llave,Jesús Carranza,Total del Municipio,28524.0,513
Veracruz de Ignacio de la Llave,Xico,Total del Municipio,39623.0,1350
Veracruz de Ignacio de la Llave,Jilotepec,Total del Municipio,16585.0,630
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,Total del Municipio,38367.0,841
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Total del Municipio,15059.0,349
Veracruz de Ignacio de la Llave,Landero y Coss,Total del Municipio,1543.0,33
Veracruz de Ignacio de la Llave,Lerdo de Tejada,Total del Municipio,19123.0,646
Veracruz de Ignacio de la Llave,Magdalena,Total del Municipio,3299.0,81
Veracruz de Ignacio de la Llave,Maltrata,Total del Municipio,18327.0,518
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Total del Municipio,23918.0,444
Veracruz de Ignacio de la Llave,Mariano Escobedo,Total del Municipio,38670.0,1063
Veracruz de Ignacio de la Llave,Martínez de la Torre,Total del Municipio,108842.0,3265
Veracruz de Ignacio de la Llave,Mecatlán,Total del Municipio,12799.0,196
Veracruz de Ignacio de la Llave,Mecayapan,Total del Municipio,17134.0,340
Veracruz de Ignacio de la Llave,Medellín de Bravo,Total del Municipio,95202.0,3232
Veracruz de Ignacio de la Llave,Miahuatlán,Total del Municipio,4841.0,148
Veracruz de Ignacio de la Llave,Las Minas,Total del Municipio,2934.0,50
Veracruz de Ignacio de la Llave,Minatitlán,Total del Municipio,144776.0,5753
Veracruz de Ignacio de la Llave,Misantla,Total del Municipio,65761.0,2408
Veracruz de Ignacio de la Llave,Mixtla de Altamirano,Total del Municipio,12125.0,113
Veracruz de Ignacio de la Llave,Moloacán,Total del Municipio,16493.0,446
Veracruz de Ignacio de la Llave,Naolinco,Total del Municipio,22835.0,768
Veracruz de Ignacio de la Llave,Naranjal,Total del Municipio,4614.0,154
Veracruz de Ignacio de la Llave,Nautla,Total del Municipio,10130.0,236
Veracruz de Ignacio de la Llave,Nogales,Total del Municipio,37314.0,1458
Veracruz de Ignacio de la Llave,Oluta,Total del Municipio,17027.0,511
Veracruz de Ignacio de la Llave,Omealca,Total del Municipio,23773.0,617
Veracruz de Ignacio de la Llave,Orizaba,Total del Municipio,123182.0,6579
Veracruz de Ignacio de la Llave,Otatitlán,Total del Municipio,5651.0,181
Veracruz de Ignacio de la Llave,Oteapan,Total del Municipio,10343.0,306
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,Total del Municipio,22756.0,519
Veracruz de Ignacio de la Llave,Pajapan,Total del Municipio,18051.0,327
Veracruz de Ignacio de la Llave,Pánuco,Total del Municipio,96185.0,3073
